event1,eid1,event2,eid2,signal,Doc name,Doc ID ,sentence
put,e208,launched,e11,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
withdrawal,e14,suit,e113,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
withdrawal,e14,seeking,e13,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
withdrawal,e14,deter,e18,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
withdrawal,e14,launched,e11,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
suit,e113,seeking,e13,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
suit,e113,deter,e18,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
suit,e113,launched,e11,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
seeking,e13,deter,e18,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
seeking,e13,launched,e11,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
deter,e18,launched,e11,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
said,e20,tendered,e21,have,wsj_0159.tml, WSJ891102-0032 ,"Acquisition said 2.2 million shares, or about 38.5% of the shares outstanding, have been tendered under its offer. "
set,e25,receipt,e26,as ,wsj_0159.tml, WSJ891102-0032 ,Dunkin' has set Nov. 10 as the deadline for the receipt of any competing bids. 
set,e25,receipt,e26,as,wsj_0159.tml, WSJ891102-0032 ,Dunkin' has set Nov. 10 as the deadline for the receipt of any competing bids. 
set,e25,receipt,e26,set,wsj_0159.tml, WSJ891102-0032 ,Dunkin' has set Nov. 10 as the deadline for the receipt of any competing bids. 
set,e25,receipt,e26,have,wsj_0159.tml, WSJ891102-0032 ,Dunkin' has set Nov. 10 as the deadline for the receipt of any competing bids. 
acquired,e2,said,e1,from,wsj_1008.tml, WSJ891026-0048 ,"Lawrence Insurance Group Inc. said it acquired United Republic Reinsurance Co., a Houston property and casualty reinsurance company, from United Savings Association of Texas for $28 million.    "
,e26,acquiring,e13,from,wsj_1008.tml, WSJ891026-0048 ,"By acquiring the shares, Lawrence Group increased its stake in Lawrence Insurance to 93.2% from 91.2%. "
,e26,increased,e14,from,wsj_1008.tml, WSJ891026-0048 ,"By acquiring the shares, Lawrence Group increased its stake in Lawrence Insurance to 93.2% from 91.2%. "
,e26,,e27,from,wsj_1008.tml, WSJ891026-0048 ,"By acquiring the shares, Lawrence Group increased its stake in Lawrence Insurance to 93.2% from 91.2%. "
acquiring,e13,increased,e14,from,wsj_1008.tml, WSJ891026-0048 ,"By acquiring the shares, Lawrence Group increased its stake in Lawrence Insurance to 93.2% from 91.2%. "
acquiring,e13,,e27,from,wsj_1008.tml, WSJ891026-0048 ,"By acquiring the shares, Lawrence Group increased its stake in Lawrence Insurance to 93.2% from 91.2%. "
increased,e14,,e27,from,wsj_1008.tml, WSJ891026-0048 ,"By acquiring the shares, Lawrence Group increased its stake in Lawrence Insurance to 93.2% from 91.2%. "
alliances,e208,proved,e6,as ,wsj_0575.tml, WSJ891030-0125 ,"Moreover, the company, whose go-it-alone approach nearly proved fatal, now sees alliances with others as the way back to prosperity in what it calls ""the data solutions"" business.    "
alliances,e208,sees,e7,as ,wsj_0575.tml, WSJ891030-0125 ,"Moreover, the company, whose go-it-alone approach nearly proved fatal, now sees alliances with others as the way back to prosperity in what it calls ""the data solutions"" business.    "
proved,e6,sees,e7,as ,wsj_0575.tml, WSJ891030-0125 ,"Moreover, the company, whose go-it-alone approach nearly proved fatal, now sees alliances with others as the way back to prosperity in what it calls ""the data solutions"" business.    "
alliances,e208,proved,e6,as,wsj_0575.tml, WSJ891030-0125 ,"Moreover, the company, whose go-it-alone approach nearly proved fatal, now sees alliances with others as the way back to prosperity in what it calls ""the data solutions"" business.    "
alliances,e208,sees,e7,as,wsj_0575.tml, WSJ891030-0125 ,"Moreover, the company, whose go-it-alone approach nearly proved fatal, now sees alliances with others as the way back to prosperity in what it calls ""the data solutions"" business.    "
proved,e6,sees,e7,as,wsj_0575.tml, WSJ891030-0125 ,"Moreover, the company, whose go-it-alone approach nearly proved fatal, now sees alliances with others as the way back to prosperity in what it calls ""the data solutions"" business.    "
completed,e15,interview,e18,have,wsj_0575.tml, WSJ891030-0125 ,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
completed,e15,transition,e16,have,wsj_0575.tml, WSJ891030-0125 ,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
completed,e15,said,e17,have,wsj_0575.tml, WSJ891030-0125 ,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
interview,e18,transition,e16,have,wsj_0575.tml, WSJ891030-0125 ,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
interview,e18,said,e17,have,wsj_0575.tml, WSJ891030-0125 ,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
transition,e16,said,e17,have,wsj_0575.tml, WSJ891030-0125 ,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
losses,e214,had,e24,have,wsj_0575.tml, WSJ891030-0125 ,"During that time, Control Data had losses of more than $1 billion.    "
flush,e215,shrank,e26,by,wsj_0575.tml, WSJ891030-0125 ,"Now , following asset sales that shrank revenue by more than one-third this year alone, Control Data is flush with cash. "
flush,e215,shrank,e26,by ,wsj_0575.tml, WSJ891030-0125 ,"Now , following asset sales that shrank revenue by more than one-third this year alone, Control Data is flush with cash. "
sale,e50,triggered,e49,from,wsj_0575.tml, WSJ891030-0125 ,"The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    "
sale,e50,flow,e57,from,wsj_0575.tml, WSJ891030-0125 ,"The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    "
sale,e50,offer,e48,from,wsj_0575.tml, WSJ891030-0125 ,"The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    "
sale,e50,operations,e58,from,wsj_0575.tml, WSJ891030-0125 ,"The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    "
sale,e50,achieving,e56,from,wsj_0575.tml, WSJ891030-0125 ,"The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    "
sale,e50,said,e55,from,wsj_0575.tml, WSJ891030-0125 ,"The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    "
